"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","oss-2",,,,"User:","sachin"
"Cmdline:","dstat -D sda2,sda3,sda5,sda9,sda -N eth1,eth2,eth3,eth4,eth5,total -tcnmdls --disk-util --output dstat.csv 1 460",,,,"Date:","06 May 2013 12:18:46 IST"

"system","total cpu usage",,,,,,"net/eth1",,"net/eth2",,"net/eth3",,"net/eth4",,"net/eth5",,"net/total",,"memory usage",,,,"dsk/sda2",,"dsk/sda3",,"dsk/sda5",,"dsk/sda9",,"dsk/sda",,"load avg",,,"swap",,"sda2","sda3","sda5","sda9","sda"
06-05 12:23:13,0.063,0.063,99.719,0.125,0.0,0.031,0.0,0.0,850038.0,29034.0,64.0,0.0,0.0,0.0,0.0,0.0,850832.0,29034.0,786935808.0,270983168.0,3572367360.0,28988395520.0,0.0,987136.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,999424.0,1.060,0.830,0.580,528384.0,33553895424.0,20.0,0.0,0.0,1.700,21.200
06-05 12:23:14,0.063,0.063,99.750,0.125,0.0,0.0,64.0,0.0,822028.0,28664.0,0.0,0.0,64.0,0.0,64.0,0.0,823112.0,28664.0,786722816.0,270983168.0,3573088256.0,28987887616.0,0.0,1040384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040384.0,1.060,0.830,0.580,528384.0,33553895424.0,22.200,0.0,0.0,0.0,22.200
06-05 12:23:15,0.031,0.031,99.781,0.156,0.0,0.0,0.0,0.0,809824.0,27590.0,64.0,0.0,0.0,0.0,0.0,0.0,810272.0,27590.0,786829312.0,270983168.0,3573735424.0,28987133952.0,0.0,692224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692224.0,1.060,0.830,0.580,528384.0,33553895424.0,20.0,0.0,0.0,0.0,20.0
06-05 12:23:16,0.063,0.063,99.625,0.250,0.0,0.0,64.0,0.0,926414.0,29844.0,0.0,0.0,64.0,0.0,64.0,0.0,927562.0,29844.0,786788352.0,270999552.0,3574530048.0,28986363904.0,0.0,1081344.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1093632.0,1.060,0.830,0.580,528384.0,33553895424.0,20.800,0.0,0.0,1.800,20.900
06-05 12:23:17,0.063,0.063,99.656,0.219,0.0,0.0,0.0,0.0,609980.0,21630.0,64.0,0.0,261.0,0.0,64.0,0.0,610817.0,21630.0,786821120.0,270999552.0,3575005184.0,28985856000.0,0.0,950272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950272.0,1.050,0.830,0.580,528384.0,33553895424.0,20.700,0.0,0.0,0.0,20.700
06-05 12:23:18,0.031,0.063,99.718,0.188,0.0,0.0,64.0,0.0,889896.0,31736.0,0.0,0.0,64.0,0.0,0.0,0.0,890692.0,31736.0,786804736.0,270999552.0,3575783424.0,28985094144.0,0.0,1552384.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,1560576.0,1.050,0.830,0.580,528384.0,33553895424.0,27.100,0.0,0.0,1.100,27.500
06-05 12:23:19,0.094,0.031,99.625,0.250,0.0,0.0,0.0,0.0,869250.0,30096.0,64.0,0.0,0.0,0.0,64.0,0.0,869826.0,30096.0,786894848.0,270999552.0,3576455168.0,28984332288.0,0.0,1064960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064960.0,1.050,0.830,0.580,528384.0,33553895424.0,24.300,0.0,0.0,0.0,24.300
06-05 12:23:20,0.063,0.031,99.719,0.188,0.0,0.0,64.0,0.0,798254.0,27596.0,0.0,0.0,64.0,0.0,260.0,0.0,799374.0,27660.0,786866176.0,270999552.0,3577118720.0,28983697408.0,0.0,851968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851968.0,1.050,0.830,0.580,528384.0,33553895424.0,21.500,0.0,0.0,0.0,21.500
06-05 12:23:21,0.063,0.063,99.562,0.313,0.0,0.0,0.0,0.0,930332.0,30028.0,64.0,0.0,64.0,0.0,64.0,0.0,930844.0,30028.0,786857984.0,271007744.0,3577880576.0,28982935552.0,0.0,1212416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212416.0,1.050,0.830,0.580,528384.0,33553895424.0,25.200,0.0,0.0,0.0,25.200
06-05 12:23:22,0.063,0.031,99.562,0.344,0.0,0.0,64.0,0.0,736664.0,26958.0,0.0,0.0,0.0,0.0,0.0,0.0,737424.0,26958.0,786980864.0,271015936.0,3578511360.0,28982173696.0,0.0,856064.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,880640.0,1.050,0.830,0.580,528384.0,33553895424.0,25.100,0.0,0.0,1.600,26.700
06-05 12:23:23,0.062,0.062,99.594,0.250,0.0,0.031,64.0,0.0,857992.0,27954.0,64.0,0.0,64.0,0.0,64.0,0.0,858504.0,27954.0,786935808.0,271015936.0,3579183104.0,28981547008.0,0.0,2408448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2408448.0,1.050,0.830,0.580,528384.0,33553895424.0,24.100,0.0,0.0,0.0,24.100
06-05 12:23:24,0.031,0.063,99.656,0.250,0.0,0.0,0.0,0.0,831598.0,29560.0,0.0,0.0,0.0,0.0,0.0,0.0,832289.0,29560.0,787034112.0,271015936.0,3579846656.0,28980785152.0,0.0,921600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921600.0,1.050,0.830,0.580,528384.0,33553895424.0,28.100,0.0,0.0,0.0,28.100
06-05 12:23:25,0.063,0.063,99.594,0.281,0.0,0.0,64.0,0.0,588620.0,22258.0,64.0,0.0,64.0,0.0,64.0,0.0,589132.0,22258.0,786939904.0,271015936.0,3580321792.0,28980404224.0,0.0,720896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720896.0,1.050,0.830,0.580,528384.0,33553895424.0,24.900,0.0,0.0,0.0,24.900
06-05 12:23:26,0.063,0.063,99.625,0.250,0.0,0.0,0.0,0.0,816964.0,28658.0,0.0,0.0,0.0,0.0,0.0,0.0,817408.0,28658.0,786886656.0,271024128.0,3581001728.0,28979769344.0,0.0,991232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991232.0,1.050,0.830,0.580,528384.0,33553895424.0,23.300,0.0,0.0,0.0,23.300
06-05 12:23:27,0.063,0.031,99.625,0.281,0.0,0.0,324.0,0.0,704518.0,24886.0,64.0,0.0,64.0,0.0,64.0,0.0,705290.0,24886.0,786849792.0,271024128.0,3581546496.0,28979261440.0,0.0,712704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712704.0,1.040,0.830,0.590,528384.0,33553895424.0,21.400,0.0,0.0,0.0,21.400
06-05 12:23:28,0.063,0.156,99.312,0.469,0.0,0.0,0.0,0.0,821544.0,27248.0,64.0,0.0,0.0,0.0,0.0,0.0,822052.0,27248.0,788090880.0,271036416.0,3598966784.0,28960587776.0,0.0,17887232.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,17903616.0,1.040,0.830,0.590,528384.0,33553895424.0,30.0,0.0,0.0,1.400,30.0
06-05 12:23:29,0.063,0.063,99.656,0.219,0.0,0.0,64.0,0.0,579646.0,22696.0,0.0,0.0,64.0,0.0,64.0,0.0,580158.0,22696.0,787501056.0,271036416.0,3600064512.0,28960079872.0,0.0,1036288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036288.0,1.040,0.830,0.590,528384.0,33553895424.0,22.800,0.0,0.0,0.0,22.800
06-05 12:23:30,0.031,0.063,99.687,0.219,0.0,0.0,0.0,0.0,1049300.0,34238.0,64.0,0.0,0.0,0.0,0.0,0.0,1049936.0,34238.0,788107264.0,271036416.0,3600347136.0,28959191040.0,0.0,917504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917504.0,1.040,0.830,0.590,528384.0,33553895424.0,24.0,0.0,0.0,0.0,24.0
06-05 12:23:31,0.062,0.094,99.656,0.188,0.0,0.0,64.0,0.0,730919.0,25942.0,0.0,0.0,64.0,0.0,64.0,0.0,731986.0,25942.0,788049920.0,271036416.0,3600912384.0,28958683136.0,0.0,942080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942080.0,1.040,0.830,0.590,528384.0,33553895424.0,20.200,0.0,0.0,0.0,20.200
06-05 12:23:32,0.063,0.063,99.750,0.125,0.0,0.0,0.0,0.0,816036.0,26790.0,64.0,0.0,0.0,0.0,64.0,0.0,816736.0,26790.0,788140032.0,271036416.0,3601584128.0,28957921280.0,0.0,819200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819200.0,0.960,0.820,0.580,528384.0,33553895424.0,19.900,0.0,0.0,0.0,19.900
06-05 12:23:33,0.063,0.031,99.594,0.281,0.0,0.031,64.0,0.0,575958.0,22976.0,0.0,0.0,64.0,0.0,0.0,0.0,576624.0,22976.0,788148224.0,271048704.0,3602071552.0,28957413376.0,0.0,897024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897024.0,0.960,0.820,0.580,528384.0,33553895424.0,27.100,0.0,0.0,0.0,27.100
06-05 12:23:34,0.063,0.063,99.593,0.282,0.0,0.0,0.0,0.0,839442.0,28868.0,64.0,0.0,0.0,0.0,64.0,0.0,840142.0,28932.0,788099072.0,271056896.0,3602747392.0,28956778496.0,0.0,897024.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,909312.0,0.960,0.820,0.580,528384.0,33553895424.0,22.700,0.0,0.0,1.600,23.800
06-05 12:23:35,0.031,0.063,99.656,0.250,0.0,0.0,64.0,0.0,507762.0,20584.0,0.0,0.0,64.0,0.0,0.0,0.0,512676.0,20584.0,788062208.0,271056896.0,3603156992.0,28956405760.0,0.0,749568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749568.0,0.960,0.820,0.580,528384.0,33553895424.0,25.600,0.0,0.0,0.0,25.600
06-05 12:23:36,0.063,0.063,99.718,0.156,0.0,0.0,0.0,0.0,547042.0,22542.0,64.0,0.0,0.0,0.0,64.0,0.0,567578.0,22542.0,787779584.0,271056896.0,3603574784.0,28956270592.0,0.0,806912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806912.0,0.960,0.820,0.580,528384.0,33553895424.0,20.800,0.0,0.0,0.0,20.800
06-05 12:23:37,0.063,0.063,99.656,0.219,0.0,0.0,64.0,0.0,827786.0,29046.0,261.0,0.0,64.0,0.0,0.0,0.0,828431.0,29046.0,787800064.0,271056896.0,3604189184.0,28955635712.0,0.0,970752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970752.0,0.960,0.820,0.580,528384.0,33553895424.0,24.300,0.0,0.0,0.0,24.300
06-05 12:23:38,0.063,0.063,99.719,0.156,0.0,0.0,64.0,0.0,888722.0,30510.0,64.0,0.0,0.0,0.0,64.0,0.0,892217.0,30510.0,787722240.0,271065088.0,3604893696.0,28955000832.0,0.0,1011712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011712.0,0.960,0.820,0.580,528384.0,33553895424.0,23.300,0.0,0.0,0.0,23.300
06-05 12:23:39,0.063,0.094,99.656,0.188,0.0,0.0,0.0,0.0,1095878.0,34920.0,0.0,0.0,64.0,0.0,0.0,0.0,1096198.0,34920.0,787701760.0,271065088.0,3605803008.0,28954112000.0,0.0,1331200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331200.0,0.960,0.820,0.580,528384.0,33553895424.0,22.500,0.0,0.0,0.0,22.500
06-05 12:23:40,0.063,0.063,99.750,0.125,0.0,0.0,64.0,0.0,746304.0,26108.0,64.0,0.0,0.0,0.0,64.0,0.0,746940.0,26108.0,787783680.0,271073280.0,3606474752.0,28953350144.0,0.0,868352.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,880640.0,0.960,0.820,0.580,528384.0,33553895424.0,22.500,0.0,0.0,1.700,23.800
06-05 12:23:41,0.031,0.031,99.656,0.282,0.0,0.0,0.0,0.0,633914.0,24382.0,0.0,0.0,64.0,0.0,0.0,0.0,634234.0,24382.0,787783680.0,271073280.0,3606982656.0,28952842240.0,0.0,708608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708608.0,0.960,0.820,0.580,528384.0,33553895424.0,22.500,0.0,0.0,0.0,22.500
06-05 12:23:42,0.031,0.094,99.781,0.094,0.0,0.0,64.0,0.0,674700.0,25012.0,64.0,0.0,0.0,0.0,64.0,0.0,676345.0,25012.0,787791872.0,271073280.0,3607482368.0,28952334336.0,0.0,704512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704512.0,0.960,0.830,0.590,528384.0,33553895424.0,21.200,0.0,0.0,0.0,21.200
06-05 12:23:43,0.063,0.063,99.719,0.156,0.0,0.0,0.0,0.0,664384.0,25082.0,64.0,0.0,64.0,0.0,0.0,0.0,676059.0,25082.0,787742720.0,271077376.0,3608027136.0,28951834624.0,0.0,1019904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019904.0,0.960,0.830,0.590,528384.0,33553895424.0,22.200,0.0,0.0,0.0,22.200
06-05 12:23:44,0.063,0.063,99.531,0.313,0.0,0.031,64.0,0.0,763912.0,27576.0,0.0,0.0,64.0,0.0,64.0,0.0,767273.0,27576.0,787787776.0,271077376.0,3608616960.0,28951199744.0,0.0,942080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954368.0,0.960,0.830,0.590,528384.0,33553895424.0,23.800,0.0,0.0,0.0,25.100
06-05 12:23:45,0.063,0.063,99.687,0.188,0.0,0.0,0.0,0.0,818158.0,27616.0,64.0,0.0,0.0,0.0,0.0,0.0,818670.0,27616.0,787746816.0,271077376.0,3609288704.0,28950568960.0,0.0,720896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720896.0,0.960,0.830,0.590,528384.0,33553895424.0,21.400,0.0,0.0,0.0,21.400
06-05 12:23:46,0.063,0.063,99.687,0.188,0.0,0.0,64.0,0.0,687812.0,25762.0,0.0,0.0,325.0,0.0,64.0,0.0,690724.0,25762.0,787894272.0,271085568.0,3609903104.0,28949798912.0,0.0,856064.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,868352.0,0.960,0.830,0.590,528384.0,33553895424.0,24.500,0.0,0.0,1.400,24.900
06-05 12:23:47,0.063,0.031,99.625,0.282,0.0,0.0,0.0,0.0,664426.0,23614.0,64.0,0.0,0.0,0.0,0.0,0.0,664682.0,23614.0,788045824.0,271085568.0,3610386432.0,28949164032.0,0.0,888832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888832.0,0.970,0.830,0.590,528384.0,33553895424.0,21.800,0.0,0.0,0.0,21.800
06-05 12:23:48,0.063,0.063,99.656,0.219,0.0,0.0,64.0,0.0,892100.0,30084.0,0.0,0.0,64.0,0.0,64.0,0.0,899916.0,30084.0,788099072.0,271089664.0,3611090944.0,28948402176.0,0.0,1576960.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,1593344.0,0.970,0.830,0.590,528384.0,33553895424.0,23.400,0.0,0.0,1.600,23.400
06-05 12:23:49,0.063,0.0,99.718,0.219,0.0,0.0,0.0,0.0,586416.0,21940.0,64.0,0.0,0.0,0.0,324.0,0.0,605684.0,21940.0,788013056.0,271089664.0,3611557888.0,28948021248.0,0.0,806912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806912.0,0.970,0.830,0.590,528384.0,33553895424.0,23.400,0.0,0.0,0.0,23.400
06-05 12:23:50,0.031,0.063,99.687,0.219,0.0,0.0,64.0,0.0,701914.0,24810.0,0.0,0.0,64.0,0.0,64.0,64.0,702614.0,24874.0,787914752.0,271089664.0,3612164096.0,28947513344.0,0.0,1032192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032192.0,0.970,0.830,0.590,528384.0,33553895424.0,25.0,0.0,0.0,0.0,25.0
06-05 12:23:51,0.063,0.156,99.469,0.313,0.0,0.0,0.0,0.0,976988.0,32838.0,64.0,0.0,0.0,0.0,64.0,0.0,981846.0,32838.0,789041152.0,271097856.0,3629441024.0,28929101824.0,0.0,17731584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17731584.0,0.970,0.830,0.590,528384.0,33553895424.0,25.600,0.0,0.0,0.0,25.600
06-05 12:23:52,0.063,0.031,99.781,0.125,0.0,0.0,64.0,0.0,663166.0,23532.0,0.0,0.0,64.0,0.0,0.0,0.0,663802.0,23532.0,788738048.0,271106048.0,3630243840.0,28928593920.0,0.0,794624.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,819200.0,1.050,0.850,0.600,528384.0,33553895424.0,22.500,0.0,0.0,1.500,24.0
06-05 12:23:53,0.063,0.063,99.656,0.219,0.0,0.0,0.0,0.0,750138.0,27188.0,64.0,0.0,0.0,0.0,64.0,0.0,750522.0,27188.0,788877312.0,271106048.0,3630866432.0,28927832064.0,0.0,2383872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2383872.0,1.050,0.850,0.600,528384.0,33553895424.0,27.500,0.0,0.0,0.0,27.500
06-05 12:23:54,0.063,0.063,99.719,0.125,0.0,0.031,64.0,0.0,844876.0,29180.0,0.0,0.0,64.0,0.0,0.0,0.0,847856.0,29180.0,788942848.0,271106048.0,3631562752.0,28927070208.0,0.0,942080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942080.0,1.050,0.850,0.600,528384.0,33553895424.0,18.900,0.0,0.0,0.0,18.900
06-05 12:23:55,0.094,0.156,99.593,0.156,0.0,0.0,64.0,0.0,649470.0,23976.0,64.0,0.0,0.0,0.0,64.0,0.0,649918.0,23976.0,789975040.0,271106048.0,3632078848.0,28925521920.0,0.0,692224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692224.0,1.050,0.850,0.600,528384.0,33553895424.0,17.900,0.0,0.0,0.0,17.900
06-05 12:23:56,0.063,0.094,99.656,0.188,0.0,0.0,0.0,0.0,557370.0,22670.0,0.0,0.0,64.0,0.0,0.0,0.0,560424.0,22670.0,789762048.0,271114240.0,3632521216.0,28925284352.0,0.0,864256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864256.0,1.050,0.850,0.600,528384.0,33553895424.0,20.300,0.0,0.0,0.0,20.300
06-05 12:23:57,0.031,0.063,99.750,0.156,0.0,0.0,324.0,0.0,995798.0,32864.0,64.0,0.0,0.0,0.0,64.0,0.0,1000870.0,32864.0,789733376.0,271114240.0,3633311744.0,28924522496.0,0.0,1044480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044480.0,1.120,0.870,0.600,528384.0,33553895424.0,22.300,0.0,0.0,0.0,22.300
06-05 12:23:58,0.094,0.063,99.594,0.250,0.0,0.0,0.0,0.0,537093.0,21462.0,0.0,0.0,64.0,0.0,0.0,0.0,537825.0,21462.0,789626880.0,271122432.0,3633664000.0,28924268544.0,0.0,790528.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,806912.0,1.120,0.870,0.600,528384.0,33553895424.0,19.600,0.0,0.0,1.700,21.0
06-05 12:23:59,0.031,0.094,99.687,0.188,0.0,0.0,64.0,0.0,969830.0,32444.0,64.0,0.0,64.0,0.0,64.0,0.0,972786.0,32444.0,789278720.0,271122432.0,3634647040.0,28923633664.0,0.0,1196032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196032.0,1.120,0.870,0.600,528384.0,33553895424.0,21.600,0.0,0.0,0.0,21.600
06-05 12:24:00,0.094,0.094,99.562,0.250,0.0,0.0,0.0,0.0,692120.0,25172.0,0.0,0.0,0.0,0.0,0.0,0.0,692971.0,25172.0,789114880.0,271122432.0,3635187712.0,28923256832.0,0.0,794624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794624.0,1.120,0.870,0.600,528384.0,33553895424.0,23.700,0.0,0.0,0.0,23.700
06-05 12:24:01,0.063,0.031,99.593,0.313,0.0,0.0,64.0,0.0,658924.0,25380.0,64.0,0.0,64.0,0.0,64.0,0.0,659372.0,25380.0,789147648.0,271130624.0,3635654656.0,28922748928.0,0.0,974848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974848.0,1.120,0.870,0.600,528384.0,33553895424.0,21.0,0.0,0.0,0.0,21.0
06-05 12:24:02,0.031,0.094,99.781,0.094,0.0,0.0,0.0,0.0,930904.0,30924.0,0.0,0.0,0.0,0.0,0.0,0.0,931476.0,30924.0,788480000.0,271130624.0,3636473856.0,28922597376.0,0.0,876544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876544.0,1.110,0.870,0.600,528384.0,33553895424.0,19.700,0.0,0.0,0.0,19.700
06-05 12:24:03,0.094,0.062,99.750,0.094,0.0,0.0,64.0,0.0,576734.0,22766.0,64.0,0.0,64.0,0.0,64.0,0.0,577310.0,22766.0,788537344.0,271130624.0,3636916224.0,28922097664.0,0.0,917504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917504.0,1.110,0.870,0.600,528384.0,33553895424.0,19.200,0.0,0.0,0.0,19.200
06-05 12:24:04,0.063,0.094,99.687,0.156,0.0,0.0,0.0,0.0,610006.0,22716.0,0.0,0.0,0.0,0.0,0.0,0.0,610514.0,22716.0,788410368.0,271138816.0,3637415936.0,28921716736.0,0.0,737280.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,749568.0,1.110,0.870,0.600,528384.0,33553895424.0,19.0,0.0,0.0,1.700,20.700
06-05 12:24:05,0.063,0.063,99.719,0.125,0.0,0.031,64.0,0.0,872736.0,29486.0,64.0,0.0,64.0,0.0,64.0,0.0,873312.0,29486.0,788357120.0,271138816.0,3637915648.0,28921270272.0,0.0,954368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954368.0,1.110,0.870,0.600,528384.0,33553895424.0,20.400,0.0,0.0,0.0,20.400
06-05 12:24:06,0.031,0.063,99.812,0.094,0.0,0.0,0.0,0.0,721354.0,25268.0,261.0,0.0,0.0,0.0,0.0,0.0,722123.0,25268.0,788246528.0,271147008.0,3638661120.0,28920627200.0,0.0,909312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909312.0,1.110,0.870,0.600,528384.0,33553895424.0,21.0,0.0,0.0,0.0,21.0
06-05 12:24:07,0.031,0.063,99.687,0.219,0.0,0.0,64.0,0.0,672224.0,25622.0,64.0,0.0,64.0,0.0,64.0,0.0,672800.0,25622.0,788152320.0,271147008.0,3639222272.0,28920160256.0,0.0,802816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802816.0,1.110,0.870,0.610,528384.0,33553895424.0,19.800,0.0,0.0,0.0,19.800
06-05 12:24:08,0.063,0.063,99.656,0.219,0.0,0.0,0.0,0.0,687192.0,25826.0,64.0,0.0,0.0,0.0,0.0,0.0,687700.0,25826.0,788066304.0,271147008.0,3639779328.0,28919689216.0,0.0,1069056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069056.0,1.110,0.870,0.610,528384.0,33553895424.0,23.400,0.0,0.0,0.0,23.400
06-05 12:24:09,0.094,0.031,99.687,0.188,0.0,0.0,64.0,0.0,790650.0,27272.0,0.0,0.0,64.0,0.0,64.0,0.0,791098.0,27272.0,788164608.0,271147008.0,3640442880.0,28918927360.0,0.0,942080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942080.0,1.110,0.870,0.610,528384.0,33553895424.0,18.200,0.0,0.0,0.0,18.200
06-05 12:24:10,0.063,0.094,99.656,0.188,0.0,0.0,64.0,0.0,911694.0,30790.0,64.0,0.0,0.0,0.0,64.0,0.0,912078.0,30790.0,788078592.0,271155200.0,3641155584.0,28918292480.0,0.0,1019904.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1032192.0,1.110,0.870,0.610,528384.0,33553895424.0,22.100,0.0,0.0,1.200,23.300
06-05 12:24:11,0.063,0.031,99.625,0.281,0.0,0.0,0.0,0.0,874994.0,30128.0,0.0,0.0,64.0,0.0,0.0,0.0,875314.0,30128.0,788156416.0,271163392.0,3641831424.0,28917530624.0,0.0,802816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802816.0,1.110,0.870,0.610,528384.0,33553895424.0,22.800,0.0,0.0,0.0,22.800
06-05 12:24:12,0.031,0.063,99.687,0.219,0.0,0.0,64.0,0.0,584356.0,22404.0,64.0,0.0,0.0,0.0,64.0,0.0,584740.0,22404.0,788086784.0,271163392.0,3642281984.0,28917149696.0,0.0,823296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823296.0,1.100,0.870,0.610,528384.0,33553895424.0,22.300,0.0,0.0,0.0,22.300
06-05 12:24:13,0.063,0.063,99.625,0.250,0.0,0.0,0.0,0.0,731360.0,26374.0,0.0,0.0,64.0,0.0,0.0,0.0,731927.0,26374.0,787927040.0,271163392.0,3642822656.0,28916768768.0,0.0,786432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786432.0,1.100,0.870,0.610,528384.0,33553895424.0,24.0,0.0,0.0,0.0,24.0
06-05 12:24:14,0.031,0.063,99.562,0.344,0.0,0.0,64.0,0.0,433986.0,19018.0,64.0,0.0,0.0,0.0,64.0,0.0,434622.0,19018.0,788000768.0,271163392.0,3643256832.0,28916260864.0,0.0,585728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585728.0,1.100,0.870,0.610,528384.0,33553895424.0,23.400,0.0,0.0,0.0,23.400
06-05 12:24:15,0.063,0.031,99.812,0.094,0.0,0.0,0.0,0.0,799962.0,28124.0,0.0,0.0,64.0,0.0,0.0,0.0,800282.0,28124.0,787841024.0,271163392.0,3643789312.0,28915888128.0,0.0,1044480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044480.0,1.100,0.870,0.610,528384.0,33553895424.0,20.0,0.0,0.0,0.0,20.0
06-05 12:24:16,0.031,0.156,99.468,0.344,0.0,0.0,64.0,0.0,698264.0,23800.0,64.0,0.0,261.0,0.0,64.0,0.0,699413.0,23800.0,789020672.0,271179776.0,3661139968.0,28897341440.0,0.0,17543168.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,17555456.0,1.100,0.870,0.610,528384.0,33553895424.0,23.0,0.0,0.0,1.900,24.700
06-05 12:24:17,0.063,0.031,99.781,0.094,0.0,0.031,0.0,0.0,543326.0,21844.0,0.0,0.0,64.0,0.0,0.0,0.0,543646.0,21844.0,788951040.0,271179776.0,3661590528.0,28896960512.0,0.0,835584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835584.0,1.010,0.860,0.610,528384.0,33553895424.0,21.400,0.0,0.0,0.0,21.400
06-05 12:24:18,0.031,0.094,99.656,0.219,0.0,0.0,64.0,0.0,819056.0,27908.0,64.0,0.0,64.0,0.0,324.0,0.0,820081.0,27908.0,788897792.0,271179776.0,3662278656.0,28896325632.0,0.0,1486848.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,1499136.0,1.010,0.860,0.610,528384.0,33553895424.0,20.400,0.0,0.0,1.0,20.400
06-05 12:24:19,0.063,0.063,99.687,0.188,0.0,0.0,0.0,0.0,645276.0,24338.0,0.0,0.0,0.0,0.0,0.0,0.0,648132.0,24544.0,788914176.0,271179776.0,3662770176.0,28895817728.0,0.0,884736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884736.0,1.010,0.860,0.610,528384.0,33553895424.0,21.900,0.0,0.0,0.0,21.900
06-05 12:24:20,0.063,0.094,99.750,0.094,0.0,0.0,64.0,0.0,716274.0,26246.0,64.0,0.0,64.0,0.0,64.0,0.0,717285.0,26246.0,788951040.0,271179776.0,3663368192.0,28895182848.0,0.0,892928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892928.0,1.010,0.860,0.610,528384.0,33553895424.0,19.0,0.0,0.0,0.0,19.0
